crop_year,year,product,province,area_plant_rai,area_harvest_rai,production_ton
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,หนองคาย,3195,3053,1464
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,สกลนคร,2131,1839,924
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,นครพนม,998,722,297
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,มุกดาหาร,906,610,328
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,ยโสธร,1340,1270,719
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,อำนาจเจริญ,1919,1586,523
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,อุบลราชธานี,24759,24095,16316
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,อุบลราชธานี,22136,21327,14765
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,อุบลราชธานี,4724,4574,3189
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,อุบลราชธานี,995,961,680
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,อุบลราชธานี,1651,1593,1138
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,อุบลราชธานี,1323,1310,935
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,อุบลราชธานี,4950,4950,3686
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,อุบลราชธานี,6602,6602,5758
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,อุบลราชธานี,6615,6615,5642
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,อุบลราชธานี,8759,8664,6492
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,อุบลราชธานี,12302,12302,9702
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,อุบลราชธานี,22961,22961,18132
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,อุบลราชธานี,83358,83358,63677
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,ศรีสะเกษ,71932,69515,43303
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,ศรีสะเกษ,82170,79803,50485
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,ศรีสะเกษ,76990,74614,46575
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,ศรีสะเกษ,43923,42630,29509
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,ศรีสะเกษ,22561,21880,15409
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,ศรีสะเกษ,20650,20013,14296
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,ศรีสะเกษ,6284,6173,4479
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,ศรีสะเกษ,3016,3016,2328
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,ศรีสะเกษ,3511,3493,2750
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,ศรีสะเกษ,2962,2942,2260
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,ศรีสะเกษ,6324,6324,4974
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,ศรีสะเกษ,17084,17084,13511
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,ศรีสะเกษ,36733,36713,34178
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,สุรินทร์,1623,1512,599
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,บุรีรัมย์,522,500,294
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,บุรีรัมย์,587,562,327
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,บุรีรัมย์,454,435,266
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,บุรีรัมย์,307,294,182
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,บุรีรัมย์,547,524,320
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,บุรีรัมย์,1799,1331,656
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,กาฬสินธุ์,122,122,76
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,กาฬสินธุ์,70,70,46
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,กาฬสินธุ์,40,40,26
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,กาฬสินธุ์,169,162,99
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,กาฬสินธุ์,2494,2494,1545
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,กาฬสินธุ์,3458,3043,1856
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,ขอนแก่น,7613,7336,4035
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,ขอนแก่น,8481,8235,4659
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,ขอนแก่น,6939,6716,3970
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,ขอนแก่น,5055,4899,2926
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,ขอนแก่น,7738,7506,4551
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,ขอนแก่น,19964,19534,12030
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,ขอนแก่น,15584,15284,9473
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,ขอนแก่น,12571,12546,7702
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,ขอนแก่น,12168,12069,7579
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,ขอนแก่น,11182,11040,6886
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,ขอนแก่น,6262,6180,4041
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,ขอนแก่น,10498,10498,6993
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,ขอนแก่น,10326,10291,6830
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,ชัยภูมิ,120457,116936,62035
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,ชัยภูมิ,116891,113825,61718
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,ชัยภูมิ,114903,111717,66644
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,ชัยภูมิ,120458,117208,65891
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,ชัยภูมิ,129217,125763,75850
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,ชัยภูมิ,121526,121004,78020
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,ชัยภูมิ,135386,131765,86503
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,ชัยภูมิ,123896,120484,79428
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,ชัยภูมิ,107378,105710,67083
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,ชัยภูมิ,77490,76472,41422
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,ชัยภูมิ,73360,73326,49677
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,ชัยภูมิ,106376,104760,75190
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,ชัยภูมิ,108107,107887,76519
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,721593,693923,389660
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,712212,684902,380321
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,716916,699104,416528
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,818769,792899,496174
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,902487,871941,555932
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,829233,801540,630217
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,767761,661782,493051
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,689313,665727,444874
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,688797,676946,447948
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,616464,544621,362070
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,681176,680806,443286
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,696707,696318,527131
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,นครราชสีมา,694595,691982,520004
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,สระบุรี,161725,155491,96712
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,สระบุรี,156639,150601,98369
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,สระบุรี,155231,149247,98106
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,สระบุรี,192650,185224,130617
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,สระบุรี,188928,181645,130171
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,สระบุรี,183628,176550,124133
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,สระบุรี,163273,158826,119291
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,สระบุรี,174419,169838,127118
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,สระบุรี,187996,157858,117859
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,สระบุรี,179692,141299,106544
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,สระบุรี,183941,183926,144325
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,สระบุรี,183524,183010,145339
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,สระบุรี,183205,183156,145407
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,ลพบุรี,434922,420767,261823
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,ลพบุรี,392818,380963,238441
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,ลพบุรี,391997,379703,238334
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,ลพบุรี,374087,362576,223330
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,ลพบุรี,314769,305145,193583
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,ลพบุรี,246752,239081,158662
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,ลพบุรี,247295,204294,146521
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,ลพบุรี,234535,200054,128009
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,ลพบุรี,212132.94,197529.94,115197
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,ลพบุรี,258456,207253,118046
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,ลพบุรี,243074,237453,168174
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,ลพบุรี,251865,249697,187938
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,ลพบุรี,294804,294309,219249
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,ชัยนาท,16466,16036,8332
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,ชัยนาท,14868,14358,7598
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,ชัยนาท,13713,13299,7899
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,ชัยนาท,11356,10990,6621
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,ชัยนาท,9814,9491,5996
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,ชัยนาท,5210,5025,3235
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,ชัยนาท,3182,3182,1969
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,ชัยนาท,2704,2673,1664
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,ชัยนาท,5508,4985,2730
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,ชัยนาท,8551,8484,5204
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,ชัยนาท,13548,13429,9235
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,ชัยนาท,9654,9654,6741
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,ชัยนาท,11600,11563,7837
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,65015,63170,31727
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,63804,61993,31392
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,61813,60059,37644
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,57635,55999,37347
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,62121,60358,43236
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,61226,59488,43287
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,49250,49000,35005
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,47025,46632,33169
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,41982,41799,29586
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,43493,43364,31157
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,44305,44305,31540
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,46597,46597,35095
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,สุพรรณบุรี,52906,52203,36284
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,ปราจีนบุรี,13345,13104,8367
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,ปราจีนบุรี,9605,9432,6109
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,ปราจีนบุรี,8560,8406,5555
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,ปราจีนบุรี,8109,7963,5328
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,ปราจีนบุรี,8923,8762,5961
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,ปราจีนบุรี,13082,12791,8404
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,ปราจีนบุรี,11390,11390,7646
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,ปราจีนบุรี,21430,21377,14361
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,ปราจีนบุรี,17980,17553,11958
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,ปราจีนบุรี,19718,19515,12789
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,ปราจีนบุรี,17654,17528,13663
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,ปราจีนบุรี,20153,19834,15312
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,ปราจีนบุรี,19541,19099,14527
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,ฉะเชิงเทรา,18393,18037,11440
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,ฉะเชิงเทรา,18194,17855,11480
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,ฉะเชิงเทรา,16840,16520,10828
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,ฉะเชิงเทรา,6285,6167,4085
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,ฉะเชิงเทรา,6816,6688,4505
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,ฉะเชิงเทรา,3819,3727,2572
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,ฉะเชิงเทรา,1363,1363,877
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,ฉะเชิงเทรา,3386,3386,2201
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,ฉะเชิงเทรา,3067,2961,2048
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,ฉะเชิงเทรา,3123,3107,2057
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,ฉะเชิงเทรา,1900,1891,1276
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,ฉะเชิงเทรา,1784,1657,1194
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,ฉะเชิงเทรา,1365,1340,1013
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,สระแก้ว,240648,235565,155459
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,สระแก้ว,193264,188935,126395
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,สระแก้ว,185147,181118,121642
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,สระแก้ว,200463,196037,133107
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,สระแก้ว,171899,168085,119642
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,สระแก้ว,124714,122854,88957
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,สระแก้ว,94243,90327,65362
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,สระแก้ว,110606,106018,74224
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,สระแก้ว,102710,99887,68825
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,สระแก้ว,99254,97533,63693
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,สระแก้ว,81793,81764,64555
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,สระแก้ว,105410,105049,82299
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,สระแก้ว,114875,114731,88105
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,จันทบุรี,33274,32877,21695
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,จันทบุรี,32815,31984,21166
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,จันทบุรี,30691,30119,18814
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,จันทบุรี,35070,34299,21393
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,จันทบุรี,33941,33157,20602
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,จันทบุรี,44167,42872,26663
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,จันทบุรี,38399,37084,24962
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,จันทบุรี,39718,36094,23899
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,จันทบุรี,21950,21812,13768
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,จันทบุรี,12244,12198,6835
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,จันทบุรี,14111,11897,7818
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,จันทบุรี,11667,11599,8178
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,จันทบุรี,9246,9117,6343
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,ชลบุรี,1406,1370,807
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,ชลบุรี,1358,1293,797
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,ชลบุรี,1209,1165,724
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,ชลบุรี,1690,1453,1034
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,ชลบุรี,1263,1125,781
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,ชลบุรี,1212,1144,745
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,ชลบุรี,962,962,632
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,ชลบุรี,358,345,243
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,ชลบุรี,168,168,106
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,ชลบุรี,40,40,25
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,กาญจนบุรี,84007,82332,45112
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,กาญจนบุรี,81678,79926,48435
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,กาญจนบุรี,80247,78586,47827
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,กาญจนบุรี,87193,85356,59117
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,กาญจนบุรี,88937,87052,59143
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,กาญจนบุรี,99576,97498,65354
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,กาญจนบุรี,94945,93713,62421
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,กาญจนบุรี,92601,91792,62194
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,กาญจนบุรี,89044,87328,60116
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,กาญจนบุรี,84788,84195,57058
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,กาญจนบุรี,83344,73222,49274
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,กาญจนบุรี,83735,83675,60547
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,กาญจนบุรี,81622,81548,59430
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,8024,7800,3426
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,7648,7418,3296
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,7439,7223,4359
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,6472,6281,3838
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,12044,11686,7046
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,4163,4041,2495
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,3223,3164,1904
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,4138,4020,2481
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,3784,3757,2360
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,2841,2841,1737
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,2242,2196,1377
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,1726,1726,1065
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,ราชบุรี,1814,1814,1095
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,เพชรบุรี,2948,2858,1300
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,เพชรบุรี,2896,2815,1315
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,เพชรบุรี,2633,2556,1432
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,เพชรบุรี,3337,3242,1835
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,เพชรบุรี,6174,5999,3352
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,เพชรบุรี,5353,5198,3192
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,เพชรบุรี,6062,5971,3507
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,เพชรบุรี,6698,6608,3953
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,เพชรบุรี,4227,4168,2483
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,เพชรบุรี,6133,6062,3217
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,เพชรบุรี,4057,3931,2294
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,เพชรบุรี,4354,4324,2761
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,เพชรบุรี,5256,5256,3279
2549/50,2550,ข้าวโพดเลี้ยงสัตว์,ประจวบคีรีขันธ์,2451,2399,1125
2550/51,2551,ข้าวโพดเลี้ยงสัตว์,ประจวบคีรีขันธ์,2359,2300,1090
2551/52,2552,ข้าวโพดเลี้ยงสัตว์,ประจวบคีรีขันธ์,2210,2159,1249
2552/53,2553,ข้าวโพดเลี้ยงสัตว์,ประจวบคีรีขันธ์,1898,1853,1091
2553/54,2554,ข้าวโพดเลี้ยงสัตว์,ประจวบคีรีขันธ์,2118,2067,1205
2554/55,2555,ข้าวโพดเลี้ยงสัตว์,ประจวบคีรีขันธ์,481,469,282
2555/56,2556,ข้าวโพดเลี้ยงสัตว์,ประจวบคีรีขันธ์,609,598,348
2556/57,2557,ข้าวโพดเลี้ยงสัตว์,ประจวบคีรีขันธ์,312,307,173
2557/58,2558,ข้าวโพดเลี้ยงสัตว์,ประจวบคีรีขันธ์,744,738,444
2558/59,2559,ข้าวโพดเลี้ยงสัตว์,ประจวบคีรีขันธ์,1862,1862,1165
2559/60,2560,ข้าวโพดเลี้ยงสัตว์,ประจวบคีรีขันธ์,466,458,289
2560/61,2561,ข้าวโพดเลี้ยงสัตว์,ประจวบคีรีขันธ์,879,879,545
2561/62,2562,ข้าวโพดเลี้ยงสัตว์,ประจวบคีรีขันธ์,1628,1628,1019
2549/50,2550,มันสำปะหลัง,ทั้งประเทศ,7622882.803499999,7338808.617256899,26915540.7
2550/51,2551,มันสำปะหลัง,ทั้งประเทศ,7750413.031379851,7397098,25155797
2551/52,2552,มันสำปะหลัง,ทั้งประเทศ,8583557,8292146,30088023.8
2552/53,2553,มันสำปะหลัง,ทั้งประเทศ,7668659,7405168.046,22005740
2553/54,2554,มันสำปะหลัง,ทั้งประเทศ,7400148,7096173,21912416
2554/55,2555,มันสำปะหลัง,ทั้งประเทศ,9242398,8513242,29848491
2555/56,2556,มันสำปะหลัง,ทั้งประเทศ,9037273,8656942,30227542
2556/57,2557,มันสำปะหลัง,ทั้งประเทศ,8975865,8431223,30022052
2557/58,2558,มันสำปะหลัง,ทั้งประเทศ,9319718,8961344,32357741
2558/59,2559,มันสำปะหลัง,ทั้งประเทศ,9315012,9065277,31161103
2559/60,2560,มันสำปะหลัง,ทั้งประเทศ,8918392,8714471,30495190
2560/61,2561,มันสำปะหลัง,ทั้งประเทศ,8624284,8327370,29368185
2561/62,2562,มันสำปะหลัง,ทั้งประเทศ,8823412,8666596,31079966
2549/50,2550,มันสำปะหลัง,ภาคเหนือ,1112988.6634999998,1077490,3894434.4
2550/51,2551,มันสำปะหลัง,ภาคเหนือ,1155594,1100088,3805126
2551/52,2552,มันสำปะหลัง,ภาคเหนือ,1462652,1407607,5286978.3
2552/53,2553,มันสำปะหลัง,ภาคเหนือ,1431268,1377912.046,4220106
2553/54,2554,มันสำปะหลัง,ภาคเหนือ,1418612,1318566,4091251
2554/55,2555,มันสำปะหลัง,ภาคเหนือ,1923306,1712640,6197571
2555/56,2556,มันสำปะหลัง,ภาคเหนือ,1947213,1876311,6714546
2556/57,2557,มันสำปะหลัง,ภาคเหนือ,1961992,1843080,6700328
2557/58,2558,มันสำปะหลัง,ภาคเหนือ,2052879,1944387,7177595
2558/59,2559,มันสำปะหลัง,ภาคเหนือ,2099453,1965619,6662330
2559/60,2560,มันสำปะหลัง,ภาคเหนือ,1984946,1952027,6552242
2560/61,2561,มันสำปะหลัง,ภาคเหนือ,1928746,1899441,6480715
2561/62,2562,มันสำปะหลัง,ภาคเหนือ,2002062,1991978,6790736
2549/50,2550,มันสำปะหลัง,ภาคตะวันออกเฉียงเหนือ,4210676.05,4041061,14577924.8
2550/51,2551,มันสำปะหลัง,ภาคตะวันออกเฉียงเหนือ,4242135.251808718,4043856,13448028.3
2551/52,2552,มันสำปะหลัง,ภาคตะวันออกเฉียงเหนือ,4513883,4360695,15570653.899999999
2552/53,2553,มันสำปะหลัง,ภาคตะวันออกเฉียงเหนือ,4078668,3940100,11710007
2553/54,2554,มันสำปะหลัง,ภาคตะวันออกเฉียงเหนือ,3930283,3793027,11654780
2554/55,2555,มันสำปะหลัง,ภาคตะวันออกเฉียงเหนือ,4926913,4491099,15641373
2555/56,2556,มันสำปะหลัง,ภาคตะวันออกเฉียงเหนือ,4714713,4493264,15387256
2556/57,2557,มันสำปะหลัง,ภาคตะวันออกเฉียงเหนือ,4604972,4359677,15465916
2557/58,2558,มันสำปะหลัง,ภาคตะวันออกเฉียงเหนือ,4891792,4685481,16863447
2558/59,2559,มันสำปะหลัง,ภาคตะวันออกเฉียงเหนือ,4867828,4829961,16956704
2559/60,2560,มันสำปะหลัง,ภาคตะวันออกเฉียงเหนือ,4807207,4688713,16835078
2560/61,2561,มันสำปะหลัง,ภาคตะวันออกเฉียงเหนือ,4764692,4559067,16460241
2561/62,2562,มันสำปะหลัง,ภาคตะวันออกเฉียงเหนือ,4891473,4782759,17531952
2549/50,2550,มันสำปะหลัง,ภาคกลาง,2299218.09,2220257.6172568994,8443181.5
2550/51,2551,มันสำปะหลัง,ภาคกลาง,2352683.7795711327,2253154,7902642.699999999
2551/52,2552,มันสำปะหลัง,ภาคกลาง,2607022,2523844,9230391.600000001
2552/53,2553,มันสำปะหลัง,ภาคกลาง,2158723,2087156,6075627
2553/54,2554,มันสำปะหลัง,ภาคกลาง,2051253,1984580,6166385
2554/55,2555,มันสำปะหลัง,ภาคกลาง,2392179,2309503,8009547
2555/56,2556,มันสำปะหลัง,ภาคกลาง,2375347,2287367,8125740
