crop_year,year,product,province,area_plant_rai,area_harvest_rai,production_ton
2549/50,2550,ข้าวนาปี,ทั้งประเทศ,57541825,53500163,23108401
2550/51,2551,ข้าวนาปี,ทั้งประเทศ,57385921,53892143,23582596
2551/52,2552,ข้าวนาปี,ทั้งประเทศ,57422337,54385144,23508833
2552/53,2553,ข้าวนาปี,ทั้งประเทศ,57497441,54739638,23430770
2553/54,2554,ข้าวนาปี,ทั้งประเทศ,64574071,59690203,25742917
2554/55,2555,ข้าวนาปี,ทั้งประเทศ,65303711,56752413,25867373
2555/56,2556,ข้าวนาปี,ทั้งประเทศ,64950593,58766481,27233902.802
2556/57,2557,ข้าวนาปี,ทั้งประเทศ,62079904,58135809,27090184
2557/58,2558,ข้าวนาปี,ทั้งประเทศ,60790599,58246976,26269964
2558/59,2559,ข้าวนาปี,ทั้งประเทศ,58063476,55095547,24311539
2559/60,2560,ข้าวนาปี,ทั้งประเทศ,58645474,56545773,25236345
2560/61,2561,ข้าวนาปี,ทั้งประเทศ,59220823,54962767,24934349
2561/62,2562,ข้าวนาปี,ทั้งประเทศ,59980731,55627198,25177856
2549/50,2550,ข้าวนาปี,ภาคเหนือ,12786349,11782682,6531345
2550/51,2551,ข้าวนาปี,ภาคเหนือ,12779212,11979600,6687982
2551/52,2552,ข้าวนาปี,ภาคเหนือ,12606460,12035933,6674736
2552/53,2553,ข้าวนาปี,ภาคเหนือ,12740322,11931999,6556307
2553/54,2554,ข้าวนาปี,ภาคเหนือ,14331994,13403839,7315131
2554/55,2555,ข้าวนาปี,ภาคเหนือ,15154331,12201340,7121027
2555/56,2556,ข้าวนาปี,ภาคเหนือ,14927584,14673445,8744836
2556/57,2557,ข้าวนาปี,ภาคเหนือ,14673698,14352849,8637165
2557/58,2558,ข้าวนาปี,ภาคเหนือ,13715723,13580730,7816734
2558/59,2559,ข้าวนาปี,ภาคเหนือ,12768145,12167504,6801718
2559/60,2560,ข้าวนาปี,ภาคเหนือ,13026882,12507802,7137534
2560/61,2561,ข้าวนาปี,ภาคเหนือ,13328429,12447110,7209510
2561/62,2562,ข้าวนาปี,ภาคเหนือ,13814978,13597349,7847727
2549/50,2550,ข้าวนาปี,ภาคตะวันออกเฉียงเหนือ,32711384,30733339,10414054
2550/51,2551,ข้าวนาปี,ภาคตะวันออกเฉียงเหนือ,32773544,30709468,10499821
2551/52,2552,ข้าวนาปี,ภาคตะวันออกเฉียงเหนือ,33071286,31082257,10419639
2552/53,2553,ข้าวนาปี,ภาคตะวันออกเฉียงเหนือ,34121687,32584810,10871129
2553/54,2554,ข้าวนาปี,ภาคตะวันออกเฉียงเหนือ,39841420,36720691,12984135
2554/55,2555,ข้าวนาปี,ภาคตะวันออกเฉียงเหนือ,39565392,35476307,13452032
2555/56,2556,ข้าวนาปี,ภาคตะวันออกเฉียงเหนือ,39487220,33852006,12303561
2556/57,2557,ข้าวนาปี,ภาคตะวันออกเฉียงเหนือ,37066629,33750137,12295137
2557/58,2558,ข้าวนาปี,ภาคตะวันออกเฉียงเหนือ,37030335,34793705,12467579
2558/59,2559,ข้าวนาปี,ภาคตะวันออกเฉียงเหนือ,36193410,34173002,12230973
2559/60,2560,ข้าวนาปี,ภาคตะวันออกเฉียงเหนือ,36574140,35286040,12800343
2560/61,2561,ข้าวนาปี,ภาคตะวันออกเฉียงเหนือ,36636516,33492810,12189325
2561/62,2562,ข้าวนาปี,ภาคตะวันออกเฉียงเหนือ,36878181,32869030,11706257
2549/50,2550,ข้าวนาปี,ภาคกลาง,9946075,9008042,5353666
2550/51,2551,ข้าวนาปี,ภาคกลาง,9814339,9308627,5580092
2551/52,2552,ข้าวนาปี,ภาคกลาง,9820320,9475139,5651269
2552/53,2553,ข้าวนาปี,ภาคกลาง,9392651,9044523,5505601
2553/54,2554,ข้าวนาปี,ภาคกลาง,9213059,8471420,5014112
2554/55,2555,ข้าวนาปี,ภาคกลาง,9544587,8115695,4876834
2555/56,2556,ข้าวนาปี,ภาคกลาง,9553265,9290298,5751115
2556/57,2557,ข้าวนาปี,ภาคกลาง,9395366,9135424,5740365
2557/58,2558,ข้าวนาปี,ภาคกลาง,9156546,8998902,5599613
2558/59,2559,ข้าวนาปี,ภาคกลาง,8261445,7922242,4904410
2559/60,2560,ข้าวนาปี,ภาคกลาง,8286984,8079345,4994559
2560/61,2561,ข้าวนาปี,ภาคกลาง,8522252,8352218,5216733
2561/62,2562,ข้าวนาปี,ภาคกลาง,8507059,8382239,5250274
2549/50,2550,ข้าวนาปี,ภาคใต้,2098017,1976100,809336
2550/51,2551,ข้าวนาปี,ภาคใต้,2018826,1894448,814701
2551/52,2552,ข้าวนาปี,ภาคใต้,1924271,1791815,763189
2552/53,2553,ข้าวนาปี,ภาคใต้,1242781,1178306,497733
2553/54,2554,ข้าวนาปี,ภาคใต้,1187598,1094253,429539
2554/55,2555,ข้าวนาปี,ภาคใต้,1039401,959071,417480
2555/56,2556,ข้าวนาปี,ภาคใต้,982524,950732,434391.3
2556/57,2557,ข้าวนาปี,ภาคใต้,944211,897399,417517
2557/58,2558,ข้าวนาปี,ภาคใต้,887995,873639,386038
2558/59,2559,ข้าวนาปี,ภาคใต้,840476,832799,374438
2559/60,2560,ข้าวนาปี,ภาคใต้,757468,672586,303909
2560/61,2561,ข้าวนาปี,ภาคใต้,733626,670629,318781
2561/62,2562,ข้าวนาปี,ภาคใต้,780513,778580,373598
2549/50,2550,ข้าวนาปี,เชียงราย,1234079,1207997,660041
2550/51,2551,ข้าวนาปี,เชียงราย,1241920,1207192,661713
2551/52,2552,ข้าวนาปี,เชียงราย,1220242,1165392,656026
2552/53,2553,ข้าวนาปี,เชียงราย,1211576,1156724,652278
2553/54,2554,ข้าวนาปี,เชียงราย,1261022,1235659,684735
2554/55,2555,ข้าวนาปี,เชียงราย,1348827,1233556,726211
2555/56,2556,ข้าวนาปี,เชียงราย,1351731,1342387,838417
2556/57,2557,ข้าวนาปี,เชียงราย,1339975,1313656,812922
2557/58,2558,ข้าวนาปี,เชียงราย,1224768,1205641,715448
2558/59,2559,ข้าวนาปี,เชียงราย,1184736,1156442,653588
2559/60,2560,ข้าวนาปี,เชียงราย,1201535,1170628,668575
2560/61,2561,ข้าวนาปี,เชียงราย,1208686,1140632,661539
2561/62,2562,ข้าวนาปี,เชียงราย,1249246,1232146,714114
2549/50,2550,ข้าวนาปี,พะเยา,596088,569091,300207
2550/51,2551,ข้าวนาปี,พะเยา,600986,576937,304631
2551/52,2552,ข้าวนาปี,พะเยา,604540,574997,302884
2552/53,2553,ข้าวนาปี,พะเยา,593649,571809,299240
2553/54,2554,ข้าวนาปี,พะเยา,643608,628846,337894
2554/55,2555,ข้าวนาปี,พะเยา,705811,673721,375873
2555/56,2556,ข้าวนาปี,พะเยา,669874,641151,372732
2556/57,2557,ข้าวนาปี,พะเยา,665999,642588,372551
2557/58,2558,ข้าวนาปี,พะเยา,620113,615866,336962
2558/59,2559,ข้าวนาปี,พะเยา,610728,582041,278834
2559/60,2560,ข้าวนาปี,พะเยา,622640,590064,275846
2560/61,2561,ข้าวนาปี,พะเยา,624180,599666,307144
2561/62,2562,ข้าวนาปี,พะเยา,620411,614313,322992
2549/50,2550,ข้าวนาปี,ลำปาง,416095,407240,220344
2550/51,2551,ข้าวนาปี,ลำปาง,418991,408407,220007
2551/52,2552,ข้าวนาปี,ลำปาง,417545,408005,222134
2552/53,2553,ข้าวนาปี,ลำปาง,406290,400048,211226
2553/54,2554,ข้าวนาปี,ลำปาง,440587,433887,234392
2554/55,2555,ข้าวนาปี,ลำปาง,432517,419378,232570
2555/56,2556,ข้าวนาปี,ลำปาง,445262,435884,241650
2556/57,2557,ข้าวนาปี,ลำปาง,432350,424404,234793
2557/58,2558,ข้าวนาปี,ลำปาง,423851,421817,224381
2558/59,2559,ข้าวนาปี,ลำปาง,397426,383471,196160
2559/60,2560,ข้าวนาปี,ลำปาง,421891,418460,217980
2560/61,2561,ข้าวนาปี,ลำปาง,431139,426847,225748
2561/62,2562,ข้าวนาปี,ลำปาง,434724,431796,228456
2549/50,2550,ข้าวนาปี,ลำพูน,148804,144474,82640
2550/51,2551,ข้าวนาปี,ลำพูน,148597,143980,83232
2551/52,2552,ข้าวนาปี,ลำพูน,148478,146085,84857
2552/53,2553,ข้าวนาปี,ลำพูน,127862,123715,71027
2553/54,2554,ข้าวนาปี,ลำพูน,117203,113550,66454
2554/55,2555,ข้าวนาปี,ลำพูน,117059,108232,64056
2555/56,2556,ข้าวนาปี,ลำพูน,119668,113951,70125
2556/57,2557,ข้าวนาปี,ลำพูน,116936,111634,68990
2557/58,2558,ข้าวนาปี,ลำพูน,115624,115624,70840
2558/59,2559,ข้าวนาปี,ลำพูน,104227,103192,61971
2559/60,2560,ข้าวนาปี,ลำพูน,116962,115305,70955
2560/61,2561,ข้าวนาปี,ลำพูน,117550,115858,71880
2561/62,2562,ข้าวนาปี,ลำพูน,106621,106247,65244
2549/50,2550,ข้าวนาปี,เชียงใหม่,518590,505428,307438
2550/51,2551,ข้าวนาปี,เชียงใหม่,521442,509709,307221
2551/52,2552,ข้าวนาปี,เชียงใหม่,520411,509659,307087
2552/53,2553,ข้าวนาปี,เชียงใหม่,500343,490639,294056
2553/54,2554,ข้าวนาปี,เชียงใหม่,450746,442137,272701
2554/55,2555,ข้าวนาปี,เชียงใหม่,491612,478970,296759
2555/56,2556,ข้าวนาปี,เชียงใหม่,497622,485236,321713
2556/57,2557,ข้าวนาปี,เชียงใหม่,477417,459535,305277
2557/58,2558,ข้าวนาปี,เชียงใหม่,456116,450882,282592
2558/59,2559,ข้าวนาปี,เชียงใหม่,429911,424813,262959
2559/60,2560,ข้าวนาปี,เชียงใหม่,440005,435248,269825
2560/61,2561,ข้าวนาปี,เชียงใหม่,438473,433838,267562
2561/62,2562,ข้าวนาปี,เชียงใหม่,462338,458229,273952
2549/50,2550,ข้าวนาปี,แม่ฮ่องสอน,116488,110145,54044
2550/51,2551,ข้าวนาปี,แม่ฮ่องสอน,122854,118571,56443
2551/52,2552,ข้าวนาปี,แม่ฮ่องสอน,124921,119580,58278
2552/53,2553,ข้าวนาปี,แม่ฮ่องสอน,119148,115545,53884
2553/54,2554,ข้าวนาปี,แม่ฮ่องสอน,96809,93846,49179
2554/55,2555,ข้าวนาปี,แม่ฮ่องสอน,142264,134537,63513
2555/56,2556,ข้าวนาปี,แม่ฮ่องสอน,144387,142387,66793
2556/57,2557,ข้าวนาปี,แม่ฮ่องสอน,173679,171349,73092
2557/58,2558,ข้าวนาปี,แม่ฮ่องสอน,165402,165141,68675
2558/59,2559,ข้าวนาปี,แม่ฮ่องสอน,152572,147923,60584
2559/60,2560,ข้าวนาปี,แม่ฮ่องสอน,160641,158960,66512
2560/61,2561,ข้าวนาปี,แม่ฮ่องสอน,168139,163467,68504
2561/62,2562,ข้าวนาปี,แม่ฮ่องสอน,182475,180597,75776
2549/50,2550,ข้าวนาปี,ตาก,221525,205831,95899
2550/51,2551,ข้าวนาปี,ตาก,220939,202722,94892
2551/52,2552,ข้าวนาปี,ตาก,235743,229621,104169
2552/53,2553,ข้าวนาปี,ตาก,237754,228502,102318
2553/54,2554,ข้าวนาปี,ตาก,262397,250984,116504
2554/55,2555,ข้าวนาปี,ตาก,285895,237861,112311
2555/56,2556,ข้าวนาปี,ตาก,292147,273800,128538
2556/57,2557,ข้าวนาปี,ตาก,291914,275729,129493
2557/58,2558,ข้าวนาปี,ตาก,261823,258290,112100
2558/59,2559,ข้าวนาปี,ตาก,213462,209446,87351
2559/60,2560,ข้าวนาปี,ตาก,219940,216387,90979
2560/61,2561,ข้าวนาปี,ตาก,278034,273499,116795
2561/62,2562,ข้าวนาปี,ตาก,320947,317655,135859
2549/50,2550,ข้าวนาปี,กำแพงเพชร,1127363,1042770,580155
2550/51,2551,ข้าวนาปี,กำแพงเพชร,1122922,1045751,577403
2551/52,2552,ข้าวนาปี,กำแพงเพชร,1108361,1052974,572036
2552/53,2553,ข้าวนาปี,กำแพงเพชร,1127152,1006850,559756
2553/54,2554,ข้าวนาปี,กำแพงเพชร,1248012,1170191,635238
2554/55,2555,ข้าวนาปี,กำแพงเพชร,1398688,1197482,703627
2555/56,2556,ข้าวนาปี,กำแพงเพชร,1487601,1473847,895773
2556/57,2557,ข้าวนาปี,กำแพงเพชร,1453909,1443393,882413
2557/58,2558,ข้าวนาปี,กำแพงเพชร,1324544,1317629,768639
2558/59,2559,ข้าวนาปี,กำแพงเพชร,1196302,1183257,683801
2559/60,2560,ข้าวนาปี,กำแพงเพชร,1181020,1175146,705914
2560/61,2561,ข้าวนาปี,กำแพงเพชร,1188620,1114976,673632
2561/62,2562,ข้าวนาปี,กำแพงเพชร,1166918,1165656,689886
2549/50,2550,ข้าวนาปี,สุโขทัย,792698,720914,359632
2550/51,2551,ข้าวนาปี,สุโขทัย,785119,743904,376360
2551/52,2552,ข้าวนาปี,สุโขทัย,761778,723153,372172
2552/53,2553,ข้าวนาปี,สุโขทัย,800483,755969,378164
2553/54,2554,ข้าวนาปี,สุโขทัย,1100691,1023555,530533
2554/55,2555,ข้าวนาปี,สุโขทัย,1159940,941116,560565
2555/56,2556,ข้าวนาปี,สุโขทัย,1145457,1117613,653472
2556/57,2557,ข้าวนาปี,สุโขทัย,1126723,1102800,645638
2557/58,2558,ข้าวนาปี,สุโขทัย,1036758,1012633,577418
2558/59,2559,ข้าวนาปี,สุโขทัย,938438,774147,414427
2559/60,2560,ข้าวนาปี,สุโขทัย,960884,952449,534346
2560/61,2561,ข้าวนาปี,สุโขทัย,1034748,896574,499245
2561/62,2562,ข้าวนาปี,สุโขทัย,1052055,993644,543793
2549/50,2550,ข้าวนาปี,แพร่,249886,243235,140925
2550/51,2551,ข้าวนาปี,แพร่,250628,244406,140697
2551/52,2552,ข้าวนาปี,แพร่,250871,244167,142787
2552/53,2553,ข้าวนาปี,แพร่,246243,233677,139746
2553/54,2554,ข้าวนาปี,แพร่,290047,284599,165617
2554/55,2555,ข้าวนาปี,แพร่,296183,288269,181201
2555/56,2556,ข้าวนาปี,แพร่,291597,289573,178396
2556/57,2557,ข้าวนาปี,แพร่,292418,289171,179158
2557/58,2558,ข้าวนาปี,แพร่,283736,278607,154402
2558/59,2559,ข้าวนาปี,แพร่,269009,267706,145505
2559/60,2560,ข้าวนาปี,แพร่,283631,282323,157287
2560/61,2561,ข้าวนาปี,แพร่,293237,292096,163927
2561/62,2562,ข้าวนาปี,แพร่,297947,296946,169824
2549/50,2550,ข้าวนาปี,น่าน,206283,201363,106198
2550/51,2551,ข้าวนาปี,น่าน,205863,197611,106144
2551/52,2552,ข้าวนาปี,น่าน,205947,197691,108282
2552/53,2553,ข้าวนาปี,น่าน,222667,216148,114690
2553/54,2554,ข้าวนาปี,น่าน,243606,234388,129598
2554/55,2555,ข้าวนาปี,น่าน,255885,231284,120840
2555/56,2556,ข้าวนาปี,น่าน,251802,247459,129790
2556/57,2557,ข้าวนาปี,น่าน,237866,232541,122875
2557/58,2558,ข้าวนาปี,น่าน,221923,221410,115087
2558/59,2559,ข้าวนาปี,น่าน,207820,206322,104915
2559/60,2560,ข้าวนาปี,น่าน,221601,221484,114372
2560/61,2561,ข้าวนาปี,น่าน,268199,266161,137518
2561/62,2562,ข้าวนาปี,น่าน,276301,272523,141049
2549/50,2550,ข้าวนาปี,อุตรดิตถ์,437626,409183,258582
2550/51,2551,ข้าวนาปี,อุตรดิตถ์,434930,419095,256772
2551/52,2552,ข้าวนาปี,อุตรดิตถ์,436181,429282,262957
2552/53,2553,ข้าวนาปี,อุตรดิตถ์,456085,444526,274055
2553/54,2554,ข้าวนาปี,อุตรดิตถ์,630293,621300,365570
2554/55,2555,ข้าวนาปี,อุตรดิตถ์,652534,613519,399624
2555/56,2556,ข้าวนาปี,อุตรดิตถ์,635971,628857,397113
2556/57,2557,ข้าวนาปี,อุตรดิตถ์,616339,610573,388020
2557/58,2558,ข้าวนาปี,อุตรดิตถ์,589182,585648,361239
2558/59,2559,ข้าวนาปี,อุตรดิตถ์,528320,430924,244069
2559/60,2560,ข้าวนาปี,อุตรดิตถ์,544985,536950,322086
2560/61,2561,ข้าวนาปี,อุตรดิตถ์,568725,556242,334022
2561/62,2562,ข้าวนาปี,อุตรดิตถ์,582374,534692,320584
2549/50,2550,ข้าวนาปี,พิษณุโลก,1244063,1062197,582755
2550/51,2551,ข้าวนาปี,พิษณุโลก,1235775,1130982,650163
2551/52,2552,ข้าวนาปี,พิษณุโลก,1150487,1075873,611847
2552/53,2553,ข้าวนาปี,พิษณุโลก,1187980,1075883,607551
2553/54,2554,ข้าวนาปี,พิษณุโลก,1466632,1347946,764115
2554/55,2555,ข้าวนาปี,พิษณุโลก,1768692,1176704,713971
2555/56,2556,ข้าวนาปี,พิษณุโลก,1489693,1478189,912405
2556/57,2557,ข้าวนาปี,พิษณุโลก,1444387,1414567,876308
2557/58,2558,ข้าวนาปี,พิษณุโลก,1359936,1344194,782776
2558/59,2559,ข้าวนาปี,พิษณุโลก,1346533,1251322,715247
2559/60,2560,ข้าวนาปี,พิษณุโลก,1304183,1254339,747444
2560/61,2561,ข้าวนาปี,พิษณุโลก,1337171,1227901,723701
2561/62,2562,ข้าวนาปี,พิษณุโลก,1375939,1333796,773435
2549/50,2550,ข้าวนาปี,พิจิตร,1442007,1283110,723626
2550/51,2551,ข้าวนาปี,พิจิตร,1357405,1246797,723989
2551/52,2552,ข้าวนาปี,พิจิตร,1275253,1244464,697865
2552/53,2553,ข้าวนาปี,พิจิตร,1361134,1261140,692478
2553/54,2554,ข้าวนาปี,พิจิตร,1804024,1726262,923660
2554/55,2555,ข้าวนาปี,พิจิตร,1768571,1286703,783770
2555/56,2556,ข้าวนาปี,พิจิตร,1814091,1797951,1106662
2556/57,2557,ข้าวนาปี,พิจิตร,1802563,1786956,1107245
2557/58,2558,ข้าวนาปี,พิจิตร,1645047,1629880,963196
2558/59,2559,ข้าวนาปี,พิจิตร,1568895,1489529,875905
2559/60,2560,ข้าวนาปี,พิจิตร,1560079,1528246,919785
2560/61,2561,ข้าวนาปี,พิจิตร,1562694,1453351,876596
2561/62,2562,ข้าวนาปี,พิจิตร,1706488,1698442,1041351
2549/50,2550,ข้าวนาปี,นครสวรรค์,2349636,2127328,1195389
2550/51,2551,ข้าวนาปี,นครสวรรค์,2434298,2234629,1258301
2551/52,2552,ข้าวนาปี,นครสวรรค์,2423335,2233487,1273679
2552/53,2553,ข้าวนาปี,นครสวรรค์,2424854,2199725,1221459
2553/54,2554,ข้าวนาปี,นครสวรรค์,2488265,2121032,1129672
2554/55,2555,ข้าวนาปี,นครสวรรค์,2541989,1584143,894002
2555/56,2556,ข้าวนาปี,นครสวรรค์,2518496,2456481,1405702
2556/57,2557,ข้าวนาปี,นครสวรรค์,2440206,2357813,1416140
2557/58,2558,ข้าวนาปี,นครสวรรค์,2354191,2342750,1355321
2558/59,2559,ข้าวนาปี,นครสวรรค์,2146009,2100700,1192895
2559/60,2560,ข้าวนาปี,นครสวรรค์,2244179,1943545,1104562
2560/61,2561,ข้าวนาปี,นครสวรรค์,2257863,1962115,1182867
2561/62,2562,ข้าวนาปี,นครสวรรค์,2399821,2390272,1425335
2549/50,2550,ข้าวนาปี,อุทัยธานี,525585,486828,260732
2550/51,2551,ข้าวนาปี,อุทัยธานี,521406,488662,260043
2551/52,2552,ข้าวนาปี,อุทัยธานี,561491,544425,282003
2552/53,2553,ข้าวนาปี,อุทัยธานี,550173,520556,272425
2553/54,2554,ข้าวนาปี,อุทัยธานี,575532,514984,252083
2554/55,2555,ข้าวนาปี,อุทัยธานี,613517,592084,323309
2555/56,2556,ข้าวนาปี,อุทัยธานี,611230,607798,378609
2556/57,2557,ข้าวนาปี,อุทัยธานี,598234,592312,372982
2557/58,2558,ข้าวนาปี,อุทัยธานี,549191,541471,334940
2558/59,2559,ข้าวนาปี,อุทัยธานี,448399,444014,272976
2559/60,2560,ข้าวนาปี,อุทัยธานี,475918,454155,288128
2560/61,2561,ข้าวนาปี,อุทัยธานี,491865,477594,311759
2561/62,2562,ข้าวนาปี,อุทัยธานี,514915,506070,325336
2549/50,2550,ข้าวนาปี,เพชรบูรณ์,1159533,1055548,602738
2550/51,2551,ข้าวนาปี,เพชรบูรณ์,1155137,1060245,609971
2551/52,2552,ข้าวนาปี,เพชรบูรณ์,1160876,1137078,615673
2552/53,2553,ข้าวนาปี,เพชรบูรณ์,1166929,1130543,611954
2553/54,2554,ข้าวนาปี,เพชรบูรณ์,1212520,1160673,657186
2554/55,2555,ข้าวนาปี,เพชรบูรณ์,1174347,1003781,568825
2555/56,2556,ข้าวนาปี,เพชรบูรณ์,1160955,1140881,646946
2556/57,2557,ข้าวนาปี,เพชรบูรณ์,1162783,1123828,649268
2557/58,2558,ข้าวนาปี,เพชรบูรณ์,1083518,1073247,592718
2558/59,2559,ข้าวนาปี,เพชรบูรณ์,1025358,1012255,550531
2559/60,2560,ข้าวนาปี,เพชรบูรณ์,1066788,1054113,582938
2560/61,2561,ข้าวนาปี,เพชรบูรณ์,1059106,1046293,587071
2561/62,2562,ข้าวนาปี,เพชรบูรณ์,1065458,1064325,600741
2549/50,2550,ข้าวนาปี,เลย,413403,384752,136506
2550/51,2551,ข้าวนาปี,เลย,452952,416185,150984
2551/52,2552,ข้าวนาปี,เลย,419374,385321,148384
2552/53,2553,ข้าวนาปี,เลย,402435,390750,141281
2553/54,2554,ข้าวนาปี,เลย,408088,400883,150584
2554/55,2555,ข้าวนาปี,เลย,445262,437339,168920
2555/56,2556,ข้าวนาปี,เลย,434172,426479,165166
2556/57,2557,ข้าวนาปี,เลย,370959,360909,142193
2557/58,2558,ข้าวนาปี,เลย,367280,358139,134192
2558/59,2559,ข้าวนาปี,เลย,337235,329581,121787
2559/60,2560,ข้าวนาปี,เลย,371883,368520,143547
2560/61,2561,ข้าวนาปี,เลย,413850,402769,158714
2561/62,2562,ข้าวนาปี,เลย,436492,432618,161594
2549/50,2550,ข้าวนาปี,หนองบัวลำภู,918701,889915,270901
2550/51,2551,ข้าวนาปี,หนองบัวลำภู,916025,882737,276863
2551/52,2552,ข้าวนาปี,หนองบัวลำภู,918794,873370,285505
2552/53,2553,ข้าวนาปี,หนองบัวลำภู,913201,892272,276813
2553/54,2554,ข้าวนาปี,หนองบัวลำภู,922878,882374,299012
2554/55,2555,ข้าวนาปี,หนองบัวลำภู,953324,903048,348114
2555/56,2556,ข้าวนาปี,หนองบัวลำภู,880323,621582,231529
2556/57,2557,ข้าวนาปี,หนองบัวลำภู,742950,737010,232792
2557/58,2558,ข้าวนาปี,หนองบัวลำภู,712380,695019,223804
2558/59,2559,ข้าวนาปี,หนองบัวลำภู,700367,667557,211386
2559/60,2560,ข้าวนาปี,หนองบัวลำภู,698288,643468,217221
2560/61,2561,ข้าวนาปี,หนองบัวลำภู,647685,627990,217146
2561/62,2562,ข้าวนาปี,หนองบัวลำภู,656134,628603,208135
2549/50,2550,ข้าวนาปี,อุดรธานี,1850459,1800076,569371
2550/51,2551,ข้าวนาปี,อุดรธานี,1849882,1741130,570569
2551/52,2552,ข้าวนาปี,อุดรธานี,1853219,1791823,566718
2552/53,2553,ข้าวนาปี,อุดรธานี,1823480,1776285,551635
2553/54,2554,ข้าวนาปี,อุดรธานี,2044135,1970673,652079
2554/55,2555,ข้าวนาปี,อุดรธานี,2139198,2011195,793994
2555/56,2556,ข้าวนาปี,อุดรธานี,2059357,1682466,623639
2556/57,2557,ข้าวนาปี,อุดรธานี,1750200,1710138,614145
2557/58,2558,ข้าวนาปี,อุดรธานี,1739591,1709518,635141
2558/59,2559,ข้าวนาปี,อุดรธานี,1682081,1639577,614004
2559/60,2560,ข้าวนาปี,อุดรธานี,1740138,1686993,639221
2560/61,2561,ข้าวนาปี,อุดรธานี,1734452,1600668,615656
2561/62,2562,ข้าวนาปี,อุดรธานี,1759560,1721157,627752
2549/50,2550,ข้าวนาปี,หนองคาย,1084502,1047298,333589
2550/51,2551,ข้าวนาปี,หนองคาย,1089287,1066769,336141
2551/52,2552,ข้าวนาปี,หนองคาย,1111632,1037612,339778
2552/53,2553,ข้าวนาปี,หนองคาย,1100952,1029575,335434
2553/54,2554,ข้าวนาปี,หนองคาย,1247941,1200984,401837
2554/55,2555,ข้าวนาปี,หนองคาย,566801,458768,173937
2555/56,2556,ข้าวนาปี,หนองคาย,568602,539260,203255
2556/57,2557,ข้าวนาปี,หนองคาย,493544,481337,173535
2557/58,2558,ข้าวนาปี,หนองคาย,511173,501828,185852
2558/59,2559,ข้าวนาปี,หนองคาย,465700,449279,166023
2559/60,2560,ข้าวนาปี,หนองคาย,519570,509567,187337
2560/61,2561,ข้าวนาปี,หนองคาย,522224,507668,190222
2561/62,2562,ข้าวนาปี,หนองคาย,534607,490551,175597
2554/55,2555,ข้าวนาปี,บึงกาฬ,561850,432265,165157
2555/56,2556,ข้าวนาปี,บึงกาฬ,555386,456602,147430
2556/57,2557,ข้าวนาปี,บึงกาฬ,483311,440398,135726
2557/58,2558,ข้าวนาปี,บึงกาฬ,492181,481960,138578
2558/59,2559,ข้าวนาปี,บึงกาฬ,489607,434593,133565
2559/60,2560,ข้าวนาปี,บึงกาฬ,489124,483011,151434
2560/61,2561,ข้าวนาปี,บึงกาฬ,480528,466743,147958
2561/62,2562,ข้าวนาปี,บึงกาฬ,484724,407529,123844
2549/50,2550,ข้าวนาปี,สกลนคร,1834390,1750672,573315
2550/51,2551,ข้าวนาปี,สกลนคร,1804054,1726562,560990
2551/52,2552,ข้าวนาปี,สกลนคร,1817613,1777516,565651
2552/53,2553,ข้าวนาปี,สกลนคร,1820835,1764534,563985
2553/54,2554,ข้าวนาปี,สกลนคร,1953650,1897452,625168
2554/55,2555,ข้าวนาปี,สกลนคร,1850872,1633241,607566
2555/56,2556,ข้าวนาปี,สกลนคร,2083998,1760844,628583
2556/57,2557,ข้าวนาปี,สกลนคร,1892805,1764153,611264
2557/58,2558,ข้าวนาปี,สกลนคร,2023550,1985761,642320
2558/59,2559,ข้าวนาปี,สกลนคร,2002200,1896231,604989
2559/60,2560,ข้าวนาปี,สกลนคร,2092935,2054261,735173
2560/61,2561,ข้าวนาปี,สกลนคร,2120975,1727322,603511
2561/62,2562,ข้าวนาปี,สกลนคร,2150825,2050387,709435
2549/50,2550,ข้าวนาปี,นครพนม,1038730,978357,287860
2550/51,2551,ข้าวนาปี,นครพนม,1063318,1027410,302981
2551/52,2552,ข้าวนาปี,นครพนม,1064747,1025750,312500
2552/53,2553,ข้าวนาปี,นครพนม,1177565,1090741,347174
2553/54,2554,ข้าวนาปี,นครพนม,1422274,1314332,440905
2554/55,2555,ข้าวนาปี,นครพนม,1407217,1103987,438031
2555/56,2556,ข้าวนาปี,นครพนม,1363643,1338647,520009
2556/57,2557,ข้าวนาปี,นครพนม,1306715,1253684,486919
2557/58,2558,ข้าวนาปี,นครพนม,1309861,1275270,466620
2558/59,2559,ข้าวนาปี,นครพนม,1305630,1269201,444897
2559/60,2560,ข้าวนาปี,นครพนม,1334512,1311896,483695
2560/61,2561,ข้าวนาปี,นครพนม,1342161,1193357,441649
2561/62,2562,ข้าวนาปี,นครพนม,1368192,1182611,413072
2549/50,2550,ข้าวนาปี,มุกดาหาร,360281,351626,111349
2550/51,2551,ข้าวนาปี,มุกดาหาร,369736,360737,118177
2551/52,2552,ข้าวนาปี,มุกดาหาร,367937,357458,119620
2552/53,2553,ข้าวนาปี,มุกดาหาร,365238,354405,117887
2553/54,2554,ข้าวนาปี,มุกดาหาร,459695,427096,141586
2554/55,2555,ข้าวนาปี,มุกดาหาร,489925,450532,173004
2555/56,2556,ข้าวนาปี,มุกดาหาร,492102,376737,134895
2556/57,2557,ข้าวนาปี,มุกดาหาร,487686,485382,175524
